year,age,total,men,women,forecast_type
2024,0 лет,1240610,638344,602266,Средний
2024,1 год,1302922,669277,633645,Средний
2024,2 года,1392772,716930,675842,Средний
2024,3 года,1427114,734750,692364,Средний
2024,4 года,1481864,762502,719362,Средний
2024,5 лет,1605083,827894,777189,Средний
2024,6 лет,1690816,870028,820788,Средний
2024,7 лет,1888406,971007,917399,Средний
2024,8 лет,1952380,1003180,949200,Средний
2024,9 лет,1935978,996652,939326,Средний
2024,10 лет,1920588,987037,933551,Средний
2024,11 лет,1931179,994014,937165,Средний
2024,12 лет,1826529,938899,887630,Средний
2024,13 лет,1775349,914414,860935,Средний
2024,14 лет,1728652,888401,840251,Средний
2024,15 лет,1723058,883382,839676,Средний
2024,16 лет,1621781,832095,789686,Средний
2024,17 лет,1490670,766226,724444,Средний
2024,18 лет,1530308,787727,742581,Средний
2024,19 лет,1501974,774153,727821,Средний
2024,20 лет,1550603,799287,751316,Средний
2024,21 лет,1516390,788478,727912,Средний
2024,22 лет,1419553,736206,683347,Средний
2024,23 лет,1530664,793495,737169,Средний
2024,24 лет,1424324,734220,690104,Средний
2024,25 лет,1406597,716272,690325,Средний
2024,26 лет,1342295,681795,660500,Средний
2024,27 лет,1488796,756172,732624,Средний
2024,28 лет,1598157,804966,793191,Средний
2024,29 лет,1538559,777511,761048,Средний
2024,30 лет,1578729,789625,789104,Средний
2024,31 лет,1774801,880577,894224,Средний
2024,32 лет,1964165,975375,988790,Средний
2024,33 лет,2377896,1186137,1191759,Средний
2024,34 лет,2432089,1201964,1230125,Средний
2024,35 лет,2483591,1222404,1261187,Средний
2024,36 лет,2604163,1282813,1321350,Средний
2024,37 лет,2626805,1296938,1329867,Средний
2024,38 лет,2623547,1291359,1332188,Средний
2024,39 лет,2460023,1206445,1253578,Средний
2024,40 лет,2505367,1216384,1288983,Средний
2024,41 лет,2362792,1141828,1220964,Средний
2024,42 лет,2234372,1079593,1154779,Средний
2024,43 лет,2446542,1193036,1253506,Средний
2024,44 лет,2205701,1059223,1146478,Средний
2024,45 лет,2171687,1038614,1133073,Средний
2024,46 лет,2046199,969176,1077023,Средний
2024,47 лет,2134446,1014271,1120175,Средний
2024,48 лет,2134976,1010111,1124865,Средний
2024,49 лет,2001519,947242,1054277,Средний
2024,50 лет,1903709,894159,1009550,Средний
2024,51 лет,1923277,901913,1021364,Средний
2024,52 лет,1842523,863204,979319,Средний
2024,53 лет,1957094,928315,1028779,Средний
2024,54 лет,1756156,816605,939551,Средний
2024,55 лет,1749446,808379,941067,Средний
2024,56 лет,1633416,743521,889895,Средний
2024,57 лет,1697103,767669,929434,Средний
2024,58 лет,1827485,823699,1003786,Средний
2024,59 лет,1777474,784346,993128,Средний
2024,60 лет,1938722,848806,1089916,Средний
2024,61 лет,1948601,837734,1110867,Средний
2024,62 лет,2019376,859568,1159808,Средний
2024,63 лет,2208600,941964,1266636,Средний
2024,64 лет,2013238,838766,1174472,Средний
2024,65 лет,1990798,816449,1174349,Средний
2024,66 лет,1865873,754098,1111775,Средний
2024,67 лет,1827537,726622,1100915,Средний
2024,68 лет,1795085,702340,1092745,Средний
2024,69 лет,1720973,658560,1062413,Средний
2024,70 лет,1516576,569748,946828,Средний
2024,71 лет,1509309,557844,951465,Средний
2024,72 лет,1390887,499354,891533,Средний
2024,73 лет,1374823,494582,880241,Средний
2024,74 лет,1319204,456261,862943,Средний
2024,75 лет,1052360,357520,694840,Средний
2024,76 лет,962103,318718,643385,Средний
2024,77 лет,840499,272418,568081,Средний
2024,78 лет,530596,175856,354740,Средний
2024,79 лет,346431,107659,238772,Средний
2024,80 лет,313150,95355,217795,Средний
2024,81 лет,426835,120177,306658,Средний
2024,82 лет,602129,158415,443714,Средний
2024,83 лет,603607,159306,444301,Средний
2024,84 лет,594354,148021,446333,Средний
2024,85 лет и более,2346966,545439,1801527,Средний
2024,Все население,146079696,67901819,78177877,Средний
2025,0 лет,1168214,601100,567114,Средний
2025,1 год,1242770,639418,603352,Средний
2025,2 года,1306055,670913,635142,Средний
2025,3 года,1396047,718623,677424,Средний
2025,4 года,1430269,736352,693917,Средний
2025,5 лет,1485045,764118,720927,Средний
2025,6 лет,1608360,829574,778786,Средний
2025,7 лет,1694138,871713,822425,Средний
2025,8 лет,1891454,972539,918915,Средний
2025,9 лет,1955089,1004531,950558,Средний
2025,10 лет,1938575,997958,940617,Средний
2025,11 лет,1923085,988292,934793,Средний
2025,12 лет,1933521,995145,938376,Средний
2025,13 лет,1828810,939991,888819,Средний
2025,14 лет,1777763,915556,862207,Средний
2025,15 лет,1731121,889571,841550,Средний
2025,16 лет,1725267,884495,840772,Средний
2025,17 лет,1624765,833826,790939,Средний
2025,18 лет,1496211,769631,726580,Средний
2025,19 лет,1537069,791672,745397,Средний
2025,20 лет,1507547,776998,730549,Средний
2025,21 лет,1553655,800358,753297,Средний
2025,22 лет,1518272,788689,729583,Средний
2025,23 лет,1421150,736085,685065,Средний
2025,24 лет,1530197,791836,738361,Средний
2025,25 лет,1424739,733201,691538,Средний
2025,26 лет,1408095,716035,692060,Средний
2025,27 лет,1345621,682812,662809,Средний
2025,28 лет,1491431,756795,734636,Средний
2025,29 лет,1599672,804778,794894,Средний
2025,30 лет,1540796,777707,763089,Средний
2025,31 лет,1581432,790181,791251,Средний
2025,32 лет,1777089,880774,896315,Средний
2025,33 лет,1965550,974802,990748,Средний
2025,34 лет,2376476,1183546,1192930,Средний
2025,35 лет,2430308,1199101,1231207,Средний
2025,36 лет,2481149,1218991,1262158,Средний
2025,37 лет,2600109,1278230,1321879,Средний
2025,38 лет,2621546,1291522,1330024,Средний
2025,39 лет,2617218,1285222,1331996,Средний
2025,40 лет,2453492,1200254,1253238,Средний
2025,41 лет,2497317,1209240,1288077,Средний
2025,42 лет,2355160,1134954,1220206,Средний
2025,43 лет,2226650,1072634,1154016,Средний
2025,44 лет,2435613,1183738,1251875,Средний
2025,45 лет,2195858,1050808,1145050,Средний
2025,46 лет,2161379,1029848,1131531,Средний
2025,47 лет,2035880,960491,1075389,Средний
2025,48 лет,2121999,1004006,1117993,Средний
2025,49 лет,2121260,998981,1122279,Средний
2025,50 лет,1987903,936260,1051643,Средний
2025,51 лет,1889971,883201,1006770,Средний
2025,52 лет,1908131,889953,1018178,Средний
2025,53 лет,1826979,850985,975994,Средний
2025,54 лет,1938590,913913,1024677,Средний
2025,55 лет,1738952,803374,935578,Средний
2025,56 лет,1731097,794439,936658,Средний
2025,57 лет,1615587,730099,885488,Средний
2025,58 лет,1676944,752796,924148,Средний
2025,59 лет,1803718,806555,997163,Средний
2025,60 лет,1753036,767095,985941,Средний
2025,61 лет,1909684,828785,1080899,Средний
2025,62 лет,1917378,816805,1100573,Средний
2025,63 лет,1984290,836584,1147706,Средний
2025,64 лет,2166536,914870,1251666,Средний
2025,65 лет,1972475,813232,1159243,Средний
2025,66 лет,1947390,789949,1157441,Средний
2025,67 лет,1822241,728036,1094205,Средний
2025,68 лет,1781577,699852,1081725,Средний
2025,69 лет,1746420,674769,1071651,Средний
2025,70 лет,1670829,631056,1039773,Средний
2025,71 лет,1469231,544524,924707,Средний
2025,72 лет,1458488,531573,926915,Средний
2025,73 лет,1340603,474398,866205,Средний
2025,74 лет,1320744,468179,852565,Средний
2025,75 лет,1263374,430339,833035,Средний
2025,76 лет,1004468,335961,668507,Средний
2025,77 лет,914630,298249,616381,Средний
2025,78 лет,795451,253768,541683,Средний
2025,79 лет,499741,163031,336710,Средний
2025,80 лет,325024,99376,225648,Средний
2025,81 лет,292340,87588,204752,Средний
2025,82 лет,395835,109693,286142,Средний
2025,83 лет,554315,143620,410695,Средний
2025,84 лет,551303,143420,407883,Средний
2025,85 лет и более,2566270,601822,1964448,Средний
2025,Все население,145631833,67675784,77956049,Средний
2026,0 лет,1149721,591586,558135,Средний
2026,1 год,1170417,602197,568220,Средний
2026,2 года,1245969,641079,604890,Средний
2026,3 года,1309470,672676,636794,Средний
2026,4 года,1399314,720280,679034,Средний
2026,5 лет,1433521,737992,695529,Средний
2026,6 лет,1488391,765830,722561,Средний
2026,7 лет,1611735,831282,780453,Средний
2026,8 лет,1697335,873320,824015,Средний
2026,9 лет,1894185,973893,920292,Средний
2026,10 лет,1957584,1005783,951801,Средний
2026,11 лет,1940950,999147,941803,Средний
2026,12 лет,1925351,989388,935963,Средний
2026,13 лет,1935626,996132,939494,Средний
2026,14 лет,1831075,941046,890029,Средний
2026,15 лет,1780087,916631,863456,Средний
2026,16 лет,1733286,890650,842636,Средний
2026,17 лет,1728147,886159,841988,Средний
2026,18 лет,1630289,837231,793058,Средний
2026,19 лет,1503529,773975,729554,Средний
2026,20 лет,1543530,795131,748399,Средний
2026,21 лет,1512539,779387,733152,Средний
2026,22 лет,1556276,801067,755209,Средний
2026,23 лет,1519523,788322,731201,Средний
2026,24 лет,1421785,735221,686564,Средний
2026,25 лет,1529094,789691,739403,Средний
2026,26 лет,1425428,732293,693135,Средний
2026,27 лет,1410702,716543,694159,Средний
2026,28 лет,1349404,684138,665266,Средний
2026,29 лет,1493767,757103,736664,Средний
2026,30 лет,1601327,804570,796757,Средний
2026,31 лет,1543689,778304,765385,Средний
2026,32 лет,1584825,791104,793721,Средний
2026,33 лет,1779780,881147,898633,Средний
2026,34 лет,1967011,974260,992751,Средний
2026,35 лет,2374958,1180815,1194143,Средний
2026,36 лет,2428188,1195958,1232230,Средний
2026,37 лет,2477984,1215109,1262875,Средний
2026,38 лет,2595172,1273121,1322051,Средний
2026,39 лет,2615237,1285464,1329773,Средний
2026,40 лет,2609747,1278409,1331338,Средний
2026,41 лет,2445947,1193465,1252482,Средний
2026,42 лет,2488656,1201674,1286982,Средний
2026,43 лет,2346871,1127690,1219181,Средний
2026,44 лет,2217950,1065102,1152848,Средний
2026,45 лет,2424092,1174065,1250027,Средний
2026,46 лет,2185593,1042139,1143454,Средний
2026,47 лет,2150362,1020684,1129678,Средний
2026,48 лет,2024922,951421,1073501,Средний
2026,49 лет,2108960,993429,1115531,Средний
2026,50 лет,2107022,987649,1119373,Средний
2026,51 лет,1973844,925098,1048746,Средний
2026,52 лет,1875784,871995,1003789,Средний
2026,53 лет,1892543,877794,1014749,Средний
2026,54 лет,1810942,838550,972392,Средний
2026,55 лет,1919561,899292,1020269,Средний
2026,56 лет,1721403,790008,931395,Средний
2026,57 лет,1712455,780398,932057,Средний
2026,58 лет,1597473,716628,880845,Средний
2026,59 лет,1656462,737900,918562,Средний
2026,60 лет,1779600,789359,990241,Средний
2026,61 лет,1728264,749858,978406,Средний
2026,62 лет,1880161,808790,1071371,Средний
2026,63 лет,1885479,795776,1089703,Средний
2026,64 лет,1948337,813464,1134873,Средний
2026,65 лет,2123562,887682,1235880,Средний
2026,66 лет,1930791,787589,1143202,Средний
2026,67 лет,1903087,763345,1139742,Средний
2026,68 лет,1777762,701918,1075844,Средний
2026,69 лет,1734692,673061,1061631,Средний
2026,70 лет,1696787,647205,1049582,Средний
2026,71 лет,1619770,603632,1016138,Средний
2026,72 лет,1421058,519409,901649,Средний
2026,73 лет,1406738,505431,901307,Средний
2026,74 лет,1289248,449491,839757,Средний
2026,75 лет,1265700,441908,823792,Средний
2026,76 лет,1206549,404549,802000,Средний
2026,77 лет,955534,314515,641019,Средний
2026,78 лет,866207,277917,588290,Средний
2026,79 лет,749651,235262,514389,Средний
2026,80 лет,468593,150387,318206,Средний
2026,81 лет,303490,91240,212250,Средний
2026,82 лет,271342,79953,191389,Средний
2026,83 лет,364589,99402,265187,Средний
2026,84 лет,506196,129100,377096,Средний
2026,85 лет и более,2709369,643501,2065868,Средний
2026,Все население,145159346,67442159,77717187,Средний
2027,0 лет,1139807,586489,553318,Средний
2027,1 год,1151912,592669,559243,Средний
2027,2 года,1173653,603872,569781,Средний
2027,3 года,1249475,642888,606587,Средний
2027,4 года,1312873,674392,638481,Средний
2027,5 лет,1402632,721943,680689,Средний
2027,6 лет,1436892,739704,697188,Средний
2027,7 лет,1491841,767574,724267,Средний
2027,8 лет,1615000,832921,782079,Средний
2027,9 лет,1700272,874775,825497,Средний
2027,10 лет,1896683,975143,921540,Средний
2027,11 лет,1959846,1006911,952935,Средний
2027,12 лет,1943116,1000188,942928,Средний
2027,13 лет,1927407,990361,937046,Средний
2027,14 лет,1937689,997073,940616,Средний
2027,15 лет,1833247,942041,891206,Средний
2027,16 лет,1782133,917638,864495,Средний
2027,17 лет,1736175,892301,843874,Средний
2027,18 лет,1733636,889550,844086,Средний
2027,19 лет,1637751,841712,796039,Средний
2027,20 лет,1510968,778135,732833,Средний
2027,21 лет,1549774,798351,751423,Средний
2027,22 лет,1517140,781454,735686,Средний
2027,23 лет,1557898,800993,756905,Средний
2027,24 лет,1519696,787159,732537,Средний
2027,25 лет,1421844,733889,687955,Средний
2027,26 лет,1528172,787578,740594,Средний
2027,27 лет,1427175,732111,695064,Средний
2027,28 лет,1413903,717463,696440,Средний
2027,29 лет,1353128,685331,667797,Средний
2027,30 лет,1496262,757431,738831,Средний
2027,31 лет,1603460,804656,798804,Средний
2027,32 лет,1547156,779211,767945,Средний
2027,33 лет,1588671,792251,796420,Средний
2027,34 лет,1782841,881723,901118,Средний
2027,35 лет,1968562,973701,994861,Средний
2027,36 лет,2373172,1177849,1195323,Средний
2027,37 лет,2425503,1192433,1233070,Средний
2027,38 лет,2474097,1210808,1263289,Средний
2027,39 лет,2589294,1267456,1321838,Средний
2027,40 лет,2607850,1278774,1329076,Средний
2027,41 лет,2601294,1271012,1330282,Средний
2027,42 лет,2437763,1186245,1251518,Средний
2027,43 лет,2479338,1193736,1285602,Средний
2027,44 лет,2337774,1119946,1217828,Средний
2027,45 лет,2208770,1057261,1151509,Средний
2027,46 лет,2412063,1164092,1247971,Средний
2027,47 лет,2174634,1033075,1141559,Средний
2027,48 лет,2138777,1011199,1127578,Средний
2027,49 лет,2013508,942117,1071391,Средний
2027,50 лет,2095454,982690,1112764,Средний
2027,51 лет,2092302,976129,1116173,Средний
2027,52 лет,1959305,913669,1045636,Средний
2027,53 лет,1861160,860602,1000558,Средний
2027,54 лет,1876499,865435,1011064,Средний
2027,55 лет,1794413,825887,968526,Средний
2027,56 лет,1900126,884487,1015639,Средний
2027,57 лет,1703543,776514,927029,Средний
2027,58 лет,1693570,766324,927246,Средний
2027,59 лет,1579071,703132,875939,Средний
2027,60 лет,1635614,722925,912689,Средний
2027,61 лет,1755127,772142,982985,Средний
2027,62 лет,1703011,732585,970426,Средний
2027,63 лет,1849943,788643,1061300,Средний
2027,64 лет,1852750,774581,1078169,Средний
2027,65 лет,1911523,790169,1121354,Средний
2027,66 лет,2079584,860313,1219271,Средний
2027,67 лет,1888162,761777,1126385,Средний
2027,68 лет,1857820,736591,1121229,Средний
2027,69 лет,1732289,675690,1056599,Средний
2027,70 лет,1686746,646190,1040556,Средний
2027,71 лет,1646127,619626,1026501,Средний
2027,72 лет,1567652,576202,991450,Средний
2027,73 лет,1371788,494280,877508,Средний
2027,74 лет,1353735,479231,874504,Средний
2027,75 лет,1236769,424603,812166,Средний
2027,76 лет,1209438,415669,793769,Средний
2027,77 лет,1148342,378811,769531,Средний
2027,78 лет,905460,293133,612327,Средний
2027,79 лет,816749,257661,559088,Средний
2027,80 лет,703035,216880,486155,Средний
2027,81 лет,437034,137873,299161,Средний
2027,82 лет,281652,83198,198454,Средний
2027,83 лет,250095,72427,177668,Средний
2027,84 лет,332993,89270,243723,Средний
2027,85 лет и более,2780778,663061,2117717,Средний
2027,Все население,144672186,67205985,77466201,Средний
2028,0 лет,1137136,585114,552022,Средний
2028,1 год,1142029,587582,554447,Средний
2028,2 года,1155167,594346,560821,Средний
2028,3 года,1177236,605706,571530,Средний
2028,4 года,1253004,644662,608342,Средний
2028,5 лет,1316311,676123,640188,Средний
2028,6 лет,1406014,723661,682353,Средний
2028,7 лет,1440342,741444,698898,Средний
2028,8 лет,1495181,769250,725931,Средний
2028,9 лет,1618035,834425,783610,Средний
2028,10 лет,1702963,876122,826841,Средний
2028,11 лет,1898944,976261,922683,Средний
2028,12 лет,1961909,1007898,954011,Средний
2028,13 лет,1945094,1001125,943969,Средний
2028,14 лет,1929395,991266,938129,Средний
2028,15 лет,1939620,997929,941691,Средний
2028,16 лет,1835159,942959,892200,Средний
2028,17 лет,1784954,919236,865718,Средний
2028,18 лет,1741722,895728,845994,Средний
2028,19 лет,1741195,894124,847071,Средний
2028,20 лет,1645580,846177,799403,Средний
2028,21 лет,1518566,782282,736284,Средний
2028,22 лет,1555738,801272,754466,Средний
2028,23 лет,1520634,782670,737964,Средний
2028,24 лет,1558160,799949,758211,Средний
2028,25 лет,1519203,785445,733758,Средний
2028,26 лет,1422044,732544,689500,Средний
2028,27 лет,1528240,786142,742098,Средний
2028,28 лет,1429599,732398,697201,Средний
2028,29 лет,1417249,718406,698843,Средний
2028,30 лет,1357128,686621,670507,Средний
2028,31 лет,1499124,757970,741154,Средний
2028,32 лет,1606027,804961,801066,Средний
2028,33 лет,1551053,780340,770713,Средний
2028,34 лет,1592974,793663,799311,Средний
2028,35 лет,1786139,882380,903759,Средний
2028,36 лет,1969937,972976,996961,Средний
2028,37 лет,2370875,1174575,1196300,Средний
2028,38 лет,2422210,1188570,1233640,Средний
2028,39 лет,2469422,1206060,1263362,Средний
2028,40 лет,2582463,1261261,1321202,Средний
2028,41 лет,2599577,1271572,1328005,Средний
2028,42 лет,2592229,1263193,1329036,Средний
2028,43 лет,2428940,1178654,1250286,Средний
2028,44 лет,2469279,1185387,1283892,Средний
2028,45 лет,2328283,1111964,1216319,Средний
2028,46 лет,2199128,1049148,1149980,Средний
2028,47 лет,2399298,1153715,1245583,Средний
2028,48 лет,2163154,1023733,1139421,Средний
2028,49 лет,2126839,1001544,1125295,Средний
2028,50 лет,2001716,932710,1069006,Средний
2028,51 лет,2081464,971748,1109716,Средний
2028,52 лет,2077064,964307,1112757,Средний
2028,53 лет,1944334,902055,1042279,Средний
2028,54 лет,1846156,849050,997106,Средний
2028,55 лет,1860022,852888,1007134,Средний
2028,56 лет,1777499,813036,964463,Средний
2028,57 лет,1880389,869557,1010832,Средний
2028,58 лет,1685422,762964,922458,Средний
2028,59 лет,1674406,752221,922185,Средний
2028,60 лет,1560305,689532,870773,Средний
2028,61 лет,1614411,707887,906524,Средний
2028,62 лет,1730202,754884,975318,Средний
2028,63 лет,1677085,715120,961965,Средний
2028,64 лет,1818937,768306,1050631,Средний
2028,65 лет,1819188,753184,1066004,Средний
2028,66 лет,1873745,766670,1107075,Средний
2028,67 лет,2034615,832726,1201889,Средний
2028,68 лет,1844557,735746,1108811,Средний
2028,69 лет,1811509,709656,1101853,Средний
2028,70 лет,1685721,649308,1036413,Средний
2028,71 лет,1637714,619214,1018500,Средний
2028,72 лет,1594288,591939,1002349,Средний
2028,73 лет,1514265,548689,965576,Средний
2028,74 лет,1321219,469026,852193,Средний
2028,75 лет,1299462,452981,846481,Средний
2028,76 лет,1182940,399651,783289,Средний
2028,77 лет,1151662,389363,762299,Средний
2028,78 лет,1088693,353094,735599,Средний
2028,79 лет,854216,271795,582421,Средний
2028,80 лет,766299,237521,528778,Средний
2028,81 лет,655565,198659,456906,Средний
2028,82 лет,404996,125503,279493,Средний
2028,83 лет,259527,75287,184240,Средний
2028,84 лет,228557,65016,163541,Средний
2028,85 лет и более,2672673,640431,2032242,Средний
2028,Все население,144181325,66972257,77209068,Средний
2029,0 лет,1152524,593037,559487,Средний
2029,1 год,1139381,586227,553154,Средний
2029,2 года,1145296,589266,556030,Средний
2029,3 года,1158801,596208,562593,Средний
2029,4 года,1180886,607544,573342,Средний
2029,5 лет,1256592,646457,610135,Средний
2029,6 лет,1319844,677910,641934,Средний
2029,7 лет,1409511,725416,684095,Средний
2029,8 лет,1443732,743149,700583,Средний
2029,9 лет,1498334,770823,727511,Средний
2029,10 лет,1620842,835822,785020,Средний
2029,11 лет,1705471,877376,828095,Средний
2029,12 лет,1901044,977270,923774,Средний
2029,13 лет,1963812,1008794,955018,Средний
2029,14 лет,1947030,1002008,945022,Средний
2029,15 лет,1931316,992120,939196,Средний
2029,16 лет,1941346,998742,942604,Средний
2029,17 лет,1837893,944503,893390,Средний
2029,18 лет,1790490,922639,867851,Средний
2029,19 лет,1749508,900458,849050,Средний
2029,20 лет,1749352,898858,850494,Средний
2029,21 лет,1653796,850775,803021,Средний
2029,22 лет,1526189,786309,739880,Средний
2029,23 лет,1560565,803307,757258,Средний
2029,24 лет,1522695,782885,739810,Средний
2029,25 лет,1557633,798279,759354,Средний
2029,26 лет,1518823,783676,735147,Средний
2029,27 лет,1423208,731844,691364,Средний
2029,28 лет,1529025,785215,743810,Средний
2029,29 лет,1432358,732840,699518,Средний
2029,30 лет,1421026,719555,701471,Средний
2029,31 лет,1361495,688115,673380,Средний
2029,32 лет,1502319,758656,743663,Средний
2029,33 лет,1609033,805488,803545,Средний
2029,34 лет,1555491,781781,773710,Средний
2029,35 лет,1597687,795251,802436,Средний
2029,36 лет,1789410,882959,906451,Средний
2029,37 лет,1970890,971993,998897,Средний
2029,38 лет,2368113,1171056,1197057,Средний
2029,39 лет,2418309,1184385,1233924,Средний
2029,40 лет,2463944,1200892,1263052,Средний
2029,41 лет,2574863,1254631,1320232,Средний
2029,42 лет,2590755,1263997,1326758,Средний
2029,43 лет,2582541,1255027,1327514,Средний
2029,44 лет,2419487,1170733,1248754,Средний
2029,45 лет,2458959,1176878,1282081,Средний
2029,46 лет,2318422,1103771,1214651,Средний
2029,47 лет,2188815,1040668,1148147,Средний
2029,48 лет,2386033,1143078,1242955,Средний
2029,49 лет,2151403,1014276,1137127,Средний
2029,50 лет,2114609,991844,1122765,Средний
2029,51 лет,1989545,923139,1066406,Средний
2029,52 лет,2067001,960523,1106478,Средний
2029,53 лет,2061431,952319,1109112,Средний
2029,54 лет,1929043,890316,1038727,Средний
2029,55 лет,1830791,837332,993459,Средний
2029,56 лет,1843212,840177,1003035,Средний
2029,57 лет,1760294,800041,960253,Средний
2029,58 лет,1860343,854551,1005792,Средний
2029,59 лет,1667059,749404,917655,Средний
2029,60 лет,1654891,738024,916867,Средний
2029,61 лет,1541214,675867,865347,Средний
2029,62 лет,1592796,692792,900004,Средний
2029,63 лет,1704648,737419,967229,Средний
2029,64 лет,1650440,697442,952998,Средний
2029,65 лет,1787078,747716,1039362,Средний
2029,66 лет,1784694,731533,1053161,Средний
2029,67 лет,1834995,742883,1092112,Средний
2029,68 лет,1988584,804851,1183733,Средний
2029,69 лет,1799852,709466,1090386,Средний
2029,70 лет,1764016,682500,1081516,Средний
2029,71 лет,1638006,622742,1015264,Средний
2029,72 лет,1587425,592051,995374,Средний
2029,73 лет,1541054,564073,976981,Средний
